DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,COUNTY_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,OFFENSE_SUBCAT_ID,OFFENSE_NAME,OFFENSE_SUBCAT_NAME,ACTUAL_COUNT,UNFOUNDED_COUNT,CLEARED_COUNT,JUVENILE_CLEARED_COUNT
2018,TX2200000,Tarrant,,County,TX,Texas,West South Central,TARRANT,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,4,1,1,0
2018,MN0730000,Stearns,,County,MN,Minnesota,West North Central,STEARNS,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,2,0,2,0
2018,TX2200000,Tarrant,,County,TX,Texas,West South Central,TARRANT,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,3,0,0,0
2017,TX2450000,Willacy,,County,TX,Texas,West South Central,WILLACY,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,TX2200000,Tarrant,,County,TX,Texas,West South Central,TARRANT,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,1,0,0
2018,TX2200000,Tarrant,,County,TX,Texas,West South Central,TARRANT,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,OH0020000,Allen,,County,OH,Ohio,East North Central,ALLEN,Midwest,9C,"MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,CO0030000,Arapahoe,,County,CO,Colorado,Mountain,ARAPAHOE,West,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,OH0770000,Summit,,County,OH,Ohio,East North Central,SUMMIT,Midwest,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,MI5015000,Macomb,,County,MI,Michigan,East North Central,MACOMB,Midwest,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,TX0480000,Concho,,County,TX,Texas,West South Central,CONCHO,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,TX2200000,Tarrant,,County,TX,Texas,West South Central,TARRANT,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,TN0790000,Shelby,,County,TN,Tennessee,East South Central,SHELBY,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,TX2450000,Willacy,,County,TX,Texas,West South Central,WILLACY,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,FL0110000,Collier,,County,FL,Florida,South Atlantic,COLLIER,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,12,0,4,0
2014,FL0290000,Hillsborough,,County,FL,Florida,South Atlantic,HILLSBOROUGH,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,4,2,0,0
2014,FL0310000,Indian River,,County,FL,Florida,South Atlantic,INDIAN RIVER,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,3,0,3,0
2014,FL0360000,Lee,,County,FL,Florida,South Atlantic,LEE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,TX0150000,Bexar,,County,TX,Texas,West South Central,BEXAR,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,FL0410000,Manatee,,County,FL,Florida,South Atlantic,MANATEE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,FL0480000,Orange,,County,FL,Florida,South Atlantic,ORANGE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,5,0,5,0
2014,FL0490000,Osceola,,County,FL,Florida,South Atlantic,OSCEOLA,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,4,0,4,0
2014,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,TX0150000,Bexar,,County,TX,Texas,West South Central,BEXAR,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,TX0150000,Bexar,,County,TX,Texas,West South Central,BEXAR,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2014,TX0360000,Chambers,,County,TX,Texas,West South Central,CHAMBERS,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,TX1250000,Jim Wells,,County,TX,Texas,West South Central,JIM WELLS,South,8C,"Non-MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,3,0,3,0
2014,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,0,1,0
2014,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,3,0,0,0
2014,TX1240000,Jim Hogg,,County,TX,Texas,West South Central,JIM HOGG,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2017,TX0210000,Brazos,,County,TX,Texas,West South Central,BRAZOS,South,9C,"MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,IL0100000,Champaign,,County,IL,Illinois,East North Central,CHAMPAIGN,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,TX1770000,Nolan,,County,TX,Texas,West South Central,NOLAN,South,8D,"Non-MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,MO0950000,St. Louis County Police Department,,County,MO,Missouri,West North Central,ST LOUIS,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,OK0110000,Cherokee,,County,OK,Oklahoma,West South Central,CHEROKEE,South,8B,"Non-MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,SC0230000,Greenville,,County,SC,South Carolina,South Atlantic,GREENVILLE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,FL0010000,Alachua,,County,FL,Florida,South Atlantic,ALACHUA,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,TX0150000,Bexar,,County,TX,Texas,West South Central,BEXAR,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,CO0030000,Arapahoe,,County,CO,Colorado,Mountain,ARAPAHOE,West,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,2,0,0,0
2016,MO0950000,St. Louis County Police Department,,County,MO,Missouri,West North Central,ST LOUIS,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,2,0
2016,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,10,0,9,0
2016,SC0230000,Greenville,,County,SC,South Carolina,South Atlantic,GREENVILLE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2016,TX2450000,Willacy,,County,TX,Texas,West South Central,WILLACY,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,4,0,0,0
2016,CO0030000,Arapahoe,,County,CO,Colorado,Mountain,ARAPAHOE,West,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,8,0,0,0
2016,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,8,0,7,0
2016,TX1250000,Jim Wells,,County,TX,Texas,West South Central,JIM WELLS,South,8C,"Non-MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,9,0,0,0
2020,GA0330000,Cobb,,County,GA,Georgia,South Atlantic,COBB,South,9D,"MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,FL0360000,Lee,,County,FL,Florida,South Atlantic,LEE,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,NB0010000,Adams,,County,NB,Nebraska,West North Central,ADAMS,Midwest,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,NC0230000,Cleveland,,County,NC,North Carolina,South Atlantic,CLEVELAND,South,8B,"Non-MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,IL0490000,Lake,,County,IL,Illinois,East North Central,LAKE,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,TX0690000,Edwards,,County,TX,Texas,West South Central,EDWARDS,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,17,0,17,0
2019,WI0440000,Oneida,,County,WI,Wisconsin,East North Central,ONEIDA,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,WI0450000,Outagamie,,County,WI,Wisconsin,East North Central,OUTAGAMIE,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,MD0140100,Howard County Police Department,,County,MD,Maryland,South Atlantic,HOWARD,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,IL0790000,Randolph,,County,IL,Illinois,East North Central,RANDOLPH,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,CO0070000,Boulder,,County,CO,Colorado,Mountain,BOULDER,West,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,SC0260400,Horry County Police Department,,County,SC,South Carolina,South Atlantic,HORRY,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,TN0750000,Rutherford,,County,TN,Tennessee,East South Central,RUTHERFORD,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,TX1120000,Hopkins,,County,TX,Texas,West South Central,HOPKINS,South,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA1100000,Paulding,,County,GA,Georgia,South Atlantic,PAULDING,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,4,0,0,0
2019,KY0370000,Franklin,,County,KY,Kentucky,East South Central,FRANKLIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,KY0370000,Franklin,,County,KY,Kentucky,East South Central,FRANKLIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,KY0370000,Franklin,,County,KY,Kentucky,East South Central,FRANKLIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,KY0370000,Franklin,,County,KY,Kentucky,East South Central,FRANKLIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,KY0370000,Franklin,,County,KY,Kentucky,East South Central,FRANKLIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,10,0,0,0
2017,KY0370000,Franklin,,County,KY,Kentucky,East South Central,FRANKLIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,WI0520000,Racine,,County,WI,Wisconsin,East North Central,RACINE,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,MN0820000,Washington,,County,MN,Minnesota,West North Central,WASHINGTON,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,NV0130000,Carson City,,County,NV,Nevada,Mountain,CARSON CITY,West,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,NV0160000,Washoe,,County,NV,Nevada,Mountain,WASHOE,West,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,NV0160000,Washoe,,County,NV,Nevada,Mountain,WASHOE,West,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,TX0880000,Goliad,,County,TX,Texas,West South Central,GOLIAD,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,NB0280000,Douglas,,County,NB,Nebraska,West North Central,DOUGLAS,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,TX0360000,Chambers,,County,TX,Texas,West South Central,CHAMBERS,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2014,IL0600000,Madison,,County,IL,Illinois,East North Central,MADISON,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,TN0460000,Johnson,,County,TN,Tennessee,East South Central,JOHNSON,South,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2014,TX1420000,La Salle,,County,TX,Texas,West South Central,LA SALLE,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2014,TX2450000,Willacy,,County,TX,Texas,West South Central,WILLACY,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,3,0,0,0
2017,LA0520000,St. Tammany,,County,LA,Louisiana,West South Central,ST TAMMANY,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,MN0290000,Hubbard,,County,MN,Minnesota,West North Central,HUBBARD,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,2,0,0,0
2017,TN0620000,Monroe,,County,TN,Tennessee,East South Central,MONROE,South,8B,"Non-MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2017,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,2,0,0,0
2017,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,10,0,10,10
2018,FL0350000,Lake,,County,FL,Florida,South Atlantic,LAKE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2017,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,15,0,8,6
2017,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,2,0,1,0
2017,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,8,0,8,0
2018,IL0480000,Knox,,County,IL,Illinois,East North Central,KNOX,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,IL0480000,Knox,,County,IL,Illinois,East North Central,KNOX,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,IL0480000,Knox,,County,IL,Illinois,East North Central,KNOX,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,MN0070000,Blue Earth,,County,MN,Minnesota,West North Central,BLUE EARTH,Midwest,9C,"MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,MN0070000,Blue Earth,,County,MN,Minnesota,West North Central,BLUE EARTH,Midwest,9C,"MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,2,0,1,0
2019,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,MI5715700,Missaukee,,County,MI,Michigan,East North Central,MISSAUKEE,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,MI5015000,Macomb,,County,MI,Michigan,East North Central,MACOMB,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,KY0980000,Pike,,County,KY,Kentucky,East South Central,PIKE,South,8B,"Non-MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,MN0860000,Wright,,County,MN,Minnesota,West North Central,WRIGHT,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,VA0210100,Chesterfield County Police Department,,County,VA,Virginia,South Atlantic,CHESTERFIELD,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,TX0790000,Fort Bend,,County,TX,Texas,West South Central,FORT BEND,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,TX2450000,Willacy,,County,TX,Texas,West South Central,WILLACY,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,6,0,0,0
2016,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,3,0,0,0
2020,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,2,1
2020,MN0690000,St. Louis,,County,MN,Minnesota,West North Central,ST LOUIS,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,MN0690000,St. Louis,,County,MN,Minnesota,West North Central,ST LOUIS,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,CO0300000,Jefferson,,County,CO,Colorado,Mountain,JEFFERSON,West,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,MN0680000,Roseau,,County,MN,Minnesota,West North Central,ROSEAU,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,OR0030000,Clackamas,,County,OR,Oregon,Pacific,CLACKAMAS,West,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,2,0,0,0
2018,MN0450000,Marshall,,County,MN,Minnesota,West North Central,MARSHALL,Midwest,8D,"Non-MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,MN0310000,Itasca,,County,MN,Minnesota,West North Central,ITASCA,Midwest,8B,"Non-MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,5,0,3,0
2016,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,4,0,0,0
2016,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,2,0,0,0
2016,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,6,0,5,0
2016,TX2450000,Willacy,,County,TX,Texas,West South Central,WILLACY,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,4,0,0,0
2016,IL0790000,Randolph,,County,IL,Illinois,East North Central,RANDOLPH,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,0,2,0
2016,SC0230000,Greenville,,County,SC,South Carolina,South Atlantic,GREENVILLE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,TN0460000,Johnson,,County,TN,Tennessee,East South Central,JOHNSON,South,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2016,MD0140100,Howard County Police Department,,County,MD,Maryland,South Atlantic,HOWARD,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,0,2,0
2016,TX2450000,Willacy,,County,TX,Texas,West South Central,WILLACY,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,3,0,0,0
2019,VA0890000,Stafford,,County,VA,Virginia,South Atlantic,STAFFORD,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,OH0020000,Allen,,County,OH,Ohio,East North Central,ALLEN,Midwest,9C,"MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,GA0380000,Coweta,,County,GA,Georgia,South Atlantic,COWETA,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,GA0380000,Coweta,,County,GA,Georgia,South Atlantic,COWETA,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,GA0380000,Coweta,,County,GA,Georgia,South Atlantic,COWETA,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,GA0380000,Coweta,,County,GA,Georgia,South Atlantic,COWETA,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,GA0330200,Cobb County Police Department,,County,GA,Georgia,South Atlantic,COBB,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA0330200,Cobb County Police Department,,County,GA,Georgia,South Atlantic,COBB,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,GA0330200,Cobb County Police Department,,County,GA,Georgia,South Atlantic,COBB,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,GA0330200,Cobb County Police Department,,County,GA,Georgia,South Atlantic,COBB,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA0330200,Cobb County Police Department,,County,GA,Georgia,South Atlantic,COBB,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,GA0330200,Cobb County Police Department,,County,GA,Georgia,South Atlantic,COBB,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA0330200,Cobb County Police Department,,County,GA,Georgia,South Atlantic,COBB,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,5,0,0,0
2020,GA0330200,Cobb County Police Department,,County,GA,Georgia,South Atlantic,COBB,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,GA0690000,Hall,,County,GA,Georgia,South Atlantic,HALL,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,GA0690000,Hall,,County,GA,Georgia,South Atlantic,HALL,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA0330200,Cobb County Police Department,,County,GA,Georgia,South Atlantic,COBB,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,GA0330200,Cobb County Police Department,,County,GA,Georgia,South Atlantic,COBB,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA0440200,DeKalb County Police Department,,County,GA,Georgia,South Atlantic,DEKALB,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,0,0,0
2019,TX0490000,Cooke,,County,TX,Texas,West South Central,COOKE,South,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
